            0.2500000000,            0.8574629974,            0.8574662440,            0.0932370573,            0.0035942667,            0.0385497656,            9.1966249168
            0.5000000000,            1.7964990884,            1.7965049429,            0.1546262092,            0.0121348657,            0.0784787120,           11.6183727971
            0.7500000000,            2.3630498917,            2.3630590732,            0.2390829296,            0.0329606579,            0.1378628662,            9.8838469018
            1.0000000000,            2.5096142625,            2.5096263569,            0.3165340714,            0.0620579336,            0.1960545141,            7.9284556824
            1.2500000000,            2.4646832772,            2.4646971505,            0.3650069072,            0.0910592030,            0.2494725476,            6.7524671508
            1.5000000000,            2.3506356415,            2.3506500350,            0.3833312641,            0.1115813057,            0.2910832384,            6.1321636283
            1.7500000000,            2.2413598489,            2.2413739928,            0.3859373529,            0.1235619023,            0.3201605166,            5.8076109404
            2.0000000000,            2.1634618224,            2.1634753766,            0.3838306978,            0.1302414808,            0.3393201262,            5.6365355590
            2.2500000000,            2.1173265363,            2.1173393908,            0.3815554642,            0.1340512564,            0.3513283625,            5.5492309498
            2.5000000000,            2.0941012684,            2.0941134222,            0.3801556401,            0.1362895507,            0.3585098741,            5.5085685995
            2.7500000000,            2.0842577156,            2.0842692158,            0.3794132678,            0.1375941724,            0.3626498705,            5.4934009765
            3.0000000000,            2.0808875796,            2.0808984992,            0.3789270494,            0.1383004110,            0.3649789879,            5.4915543836
            3.2500000000,            2.0799680641,            2.0799785066,            0.3784449101,            0.1386157712,            0.3662772770,            5.4961196493
            3.5000000000,            2.0795451037,            2.0795552297,            0.3778730428,            0.1386819486,            0.3670067269,            5.5033172371
            3.7500000000,            2.0788511766,            2.0788612405,            0.3772051776,            0.1385967237,            0.3674305971,            5.5112213822
            4.0000000000,            2.0776995252,            2.0777099112,            0.3764688109,            0.1384244862,            0.3676917772,            5.5189430068
            4.2500000000,            2.0761432964,            2.0761545404,            0.3756969832,            0.1382058048,            0.3678650906,            5.5261411013
            4.5000000000,            2.0743077874,            2.0743205760,            0.3749170681,            0.1379649637,            0.3679879510,            5.5327451119
            4.7500000000,            2.0723176396,            2.0723327864,            0.3741479270,            0.1377156214,            0.3680780020,            5.5388060090
            5.0000000000,            2.0702737157,            2.0702921174,            0.3734010605,            0.1374649864,            0.3681429993,            5.5444194896
            6.0000000000,            2.0625950147,            2.0626352996,            0.3706488836,            0.1364741965,            0.3682034468,            5.5649305612
            7.0000000000,            2.0562921659,            2.0563637201,            0.3679727680,            0.1354254416,            0.3680311517,            5.5883584308
            8.0000000000,            2.0510321992,            2.0511360445,            0.3649742237,            0.1342217266,            0.3677567288,            5.6199476873
            9.0000000000,            2.0464309539,            2.0465626332,            0.3616073154,            0.1328814881,            0.3674745573,            5.6596272974
           10.0000000000,            2.0423037201,            2.0424570292,            0.3581406297,            0.1315198811,            0.3672297143,            5.7029469991
           11.0000000000,            2.0385825614,            2.0387517852,            0.3549838646,            0.1302914279,            0.3670347893,            5.7432238154
           12.0000000000,            2.0352519380,            2.0354327600,            0.3525501950,            0.1293441954,            0.3668816448,            5.7734552090
           13.0000000000,            2.0323052137,            2.0324949136,            0.3511564039,            0.1287869587,            0.3667509899,            5.7880046921
           14.0000000000,            2.0297182626,            2.0299155584,            0.3509781266,            0.1286766520,            0.3666229951,            5.7835956278
           15.0000000000,            2.0274693520,            2.0276740211,            0.3520579153,            0.1290243010,            0.3664860109,            5.7594899390
           16.0000000000,            2.0255329911,            2.0257454806,            0.3543063038,            0.1297960170,            0.3663384356,            5.7174977107
           17.0000000000,            2.0238617161,            2.0240828902,            0.3575683547,            0.1309359659,            0.3661844349,            5.6606879874
           18.0000000000,            2.0224229170,            2.0226537568,            0.3616263543,            0.1323669748,            0.3660324344,            5.5932144682
           19.0000000000,            2.0211844788,            2.0214259088,            0.3662353588,            0.1340021463,            0.3658907943,            5.5194722737
           20.0000000000,            2.0201118551,            2.0203646913,            0.3711737240,            0.1357624281,            0.3657651910,            5.4431781142
           25.0000000000,            2.0163872043,            2.0167037977,            0.3947619111,            0.1442542249,            0.3654208291,            5.1086585128
           30.0000000000,            2.0140424691,            2.0144253605,            0.4098013899,            0.1497407966,            0.3653984597,            4.9156137837
           35.0000000000,            2.0122551800,            2.0127038466,            0.4171174853,            0.1525026518,            0.3656107865,            4.8252684622
           40.0000000000,            2.0107593239,            2.0112734644,            0.4204312588,            0.1539412356,            0.3661507853,            4.7838342709
           45.0000000000,            2.0094382548,            2.0100177952,            0.4220017067,            0.1548728970,            0.3669959022,            4.7630560814
           50.0000000000,            2.0082274923,            2.0088723930,            0.4226786855,            0.1555245306,            0.3679497831,            4.7527175182
           55.0000000000,            2.0071003692,            2.0078105582,            0.4226978600,            0.1558848927,            0.3687856207,            4.7499898816
           60.0000000000,            2.0060563865,            2.0068317435,            0.4221561298,            0.1559288767,            0.3693630524,            4.7537666797
           65.0000000000,            2.0051051430,            2.0059455198,            0.4211633646,            0.1556824343,            0.3696485673,            4.7628680189
           70.0000000000,            2.0042546024,            2.0051597979,            0.4198484155,            0.1552099104,            0.3696808292,            4.7759136958
           75.0000000000,            2.0035041614,            2.0044739844,            0.4183325309,            0.1545862143,            0.3695295080,            4.7915804683
           80.0000000000,            2.0028454985,            2.0038797659,            0.4167167768,            0.1538798439,            0.3692672156,            4.8087331192
           85.0000000000,            2.0022651709,            2.0033637052,            0.4150831388,            0.1531477909,            0.3689569066,            4.8264155252
           90.0000000000,            2.0017477684,            2.0029103951,            0.4135015564,            0.1524367538,            0.3686485612,            4.8437795791
           95.0000000000,            2.0012783827,            2.0025049329,            0.4120359645,            0.1517857715,            0.3683799098,            4.8600246224
