            1.3099749182,            2.2538985910,            2.2539068772,            0.0162864947,          138.3911588741
            5.6373501612,            2.4067919636,            2.4068301384,            0.1037009853,           23.2093275926
            9.6112241921,            2.2631013691,            2.2631649794,            0.1148930988,           19.6980062557
           13.4190183308,            2.2029966919,            2.2030826495,            0.1184825893,           18.5941467216
           17.1180296358,            2.1691202048,            2.1692269292,            0.1217582979,           17.8158447233
           20.7365263340,            2.1469386903,            2.1470653106,            0.1246759563,           17.2211657691
           24.2913457144,            2.1310791861,            2.1312251679,            0.1271249890,           16.7648011937
           27.7936420127,            2.1190662846,            2.1192312550,            0.1291164786,           16.4133290953
           31.2513347615,            2.1095877094,            2.1097713775,            0.1307031340,           16.1417045846
           34.6703291746,            2.1018772944,            2.1020794165,            0.1319437765,           15.9316299094
           38.0551924925,            2.0954551454,            2.0956755088,            0.1328921479,           15.7697466871
           41.4095588323,            2.0900041391,            2.0902425548,            0.1335942353,           15.6462032221
           44.7363861916,            2.0853056553,            2.0855619543,            0.1340883000,           15.5536460287
           48.0381273503,            2.0812037037,            2.0814777348,            0.1344057072,           15.4865279056
           51.3168478781,            2.0775837491,            2.0778753774,            0.1345719519,           15.4406274709
           54.5743101999,            2.0743596313,            2.0746687368,            0.1346076783,           15.4127072285
           57.8120350790,            2.0714651723,            2.0717916480,            0.1345296161,           15.4002643341
           61.0313476036,            2.0688486149,            2.0691923653,            0.1343513999,           15.4013457734
           64.2334122591,            2.0664688344,            2.0668297733,            0.1340842608,           15.4144100237
           67.4192601331,            2.0642926947,            2.0646707435,            0.1337375884,           15.4382232248
           70.5898103363,            2.0622931630,            2.0626882488,            0.1333193765,           15.4717813961
           73.7458870944,            2.0604479401,            2.0608599945,            0.1328365645,           15.5142524345
           76.8882335489,            2.0587384477,            2.0591674055,            0.1322952942,           15.5649331192
           80.0175230199,            2.0571490684,            2.0575948666,            0.1317010964,           15.6232174455
           83.1343682870,            2.0556665671,            2.0561291441,            0.1310590253,           15.6885734432
           86.2393293048,            2.0542796444,            2.0547589394,            0.1303737515,           15.7605263012
           89.3329196682,            2.0529785886,            2.0534745416,            0.1296496256,           15.8386461312
           92.4156120699,            2.0517550012,            2.0522675524,            0.1288907213,           15.9225391211
           95.4878429390,            2.0506015778,            2.0511306677,            0.1281008630,           16.0118411385
           98.5500164081,            2.0495119330,            2.0500575022,            0.1272836445,           16.1062130946
          101.6025077251,            2.0484804570,            2.0490424465,            0.1264424415,           16.2053375590
          104.6456662041,            2.0475021999,            2.0480805508,            0.1255804198,           16.3089162606
          107.6798177902,            2.0465727752,            2.0471674292,            0.1247005424,           16.4166682069
          110.7052672980,            2.0456882813,            2.0462991805,            0.1238055750,           16.5283282354
          113.7223003766,            2.0448452344,            2.0454723215,            0.1228980921,           16.6436458638
          116.7311852377,            2.0440405136,            2.0446837321,            0.1219804826,           16.7623843448
          119.7321741852,            2.0432713139,            2.0439306082,            0.1210549566,           16.8843198635
          122.7255049707,            2.0425351067,            2.0432104219,            0.1201235518,           17.0092408308
          125.7114020012,            2.0418296056,            2.0425208880,            0.1191881412,           17.1369472461
          128.6900774170,            2.0411527383,            2.0418599352,            0.1182504407,           17.2672501081
          131.6617320577,            2.0405026210,            2.0412256809,            0.1173120172,           17.3999708616
          134.6265563298,            2.0398775375,            2.0406164099,            0.1163742966,           17.5349408725
          137.5847309883,            2.0392759205,            2.0400305562,            0.1154385723,           17.6720009255
          140.5364278427,            2.0386963353,            2.0394666864,            0.1145060132,           17.8110007428
          143.4818103962,            2.0381374664,            2.0389234861,            0.1135776721,           17.9517985215
          146.4210344258,            2.0375981046,            2.0383997474,            0.1126544933,           18.0942604886
          149.3542485101,            2.0370771364,            2.0378943580,            0.1117373206,           18.2382604740
          152.2815945101,            2.0365735348,            2.0374062921,            0.1108269045,           18.3836795012
          155.2032080089,            2.0360863504,            2.0369346017,            0.1099239093,           18.5304053952
          158.1192187134,            2.0356147047,            2.0364784093,            0.1090289200,           18.6783324082
          161.0297508236,            2.0351577830,            2.0360369013,            0.1081424484,           18.8273608621
          163.9349233707,            2.0347148287,            2.0356093224,            0.1072649396,           18.9773968082
          166.8348505292,            2.0342851381,            2.0351949700,            0.1063967770,           19.1283517045
          169.7296419040,            2.0338680560,            2.0347931900,            0.1055382880,           19.2801421083
          172.6194027960,            2.0334629712,            2.0344033721,            0.1046897489,           19.4326893857
          175.5042344466,            2.0330693128,            2.0340249466,            0.1038513894,           19.5859194360
          178.3842342655,            2.0326865472,            2.0336573808,            0.1030233970,           19.7397624317
          181.2594960407,            2.0323141747,            2.0333001759,            0.1022059205,           19.8941525726
          184.1301101345,            2.0319517267,            2.0329528644,            0.1013990743,           20.0490278536
          186.9961636648,            2.0315987639,            2.0326150075,            0.1006029412,           20.2043298458
          189.8577406747,            2.0312548731,            2.0322861933,            0.0998175759,           20.3600034906
          192.7149222902,            2.0309196659,            2.0319660340,            0.0990430074,           20.5159969052
          195.5677868672,            2.0305927768,            2.0316541649,            0.0982792422,           20.6722611997
          198.4164101291,            2.0302738611,            2.0313502420,            0.0975262660,           20.8287503050
          201.2608652957,            2.0299625936,            2.0310539410,            0.0967840464,           20.9854208105
          204.1012232034,            2.0296586675,            2.0307649557,            0.0960525347,           21.1422318125
          206.9375524179,            2.0293617927,            2.0304829966,            0.0953316679,           21.2991447699
          209.7699193408,            2.0290716947,            2.0302077899,            0.0946213701,           21.4561233703
          212.5983883083,            2.0287881137,            2.0299390765,            0.0939215540,           21.6131334026
          215.4230216854,            2.0285108037,            2.0296766108,            0.0932321228,           21.7701426383
