            1.3099749182,            1.9647445506,            1.9647750786,            0.0141591693,          138.7634424698
            5.6373501612,            2.4634327670,            2.4635758523,            0.0957209346,           25.7370643313
            9.6112241921,            2.2985328253,            2.2987723465,            0.1146361680,           20.0527668249
           13.4190183308,            2.2288152258,            2.2291415734,            0.1190132300,           18.7301997671
           17.1180296358,            2.1898842980,            2.1902941514,            0.1229021884,           17.8214414258
           20.7365263340,            2.1645940068,            2.1650849873,            0.1269400345,           17.0559665898
           24.2913457144,            2.1465990531,            2.1471685066,            0.1307452051,           16.4225411202
           27.7936420127,            2.1330002241,            2.1336454638,            0.1340906651,           15.9119612272
           31.2513347615,            2.1222770990,            2.1229956792,            0.1369121581,           15.5062611584
           34.6703291746,            2.1135510555,            2.1143408802,            0.1392300676,           15.1859502482
           38.0551924925,            2.1062763138,            2.1071356403,            0.1410982840,           14.9338147847
           41.4095588323,            2.1000943574,            2.1010217560,            0.1425786060,           14.7358836988
           44.7363861916,            2.0947589722,            2.0957532730,            0.1437297009,           14.5812122334
           48.0381273503,            2.0900948460,            2.0911550891,            0.1446032108,           14.4613323452
           51.3168478781,            2.0859733661,            2.0870987575,            0.1452430466,           14.3696982825
           54.5743101999,            2.0822977840,            2.0834876601,            0.1456859559,           14.3012251779
           57.8120350790,            2.0789937545,            2.0802475535,            0.1459624955,           14.2519319549
           61.0313476036,            2.0760030920,            2.0773203316,            0.1460980439,           14.2186731323
           64.2334122591,            2.0732795282,            2.0746597882,            0.1461137140,           14.1989395230
           67.4192601331,            2.0707857551,            2.0722286640,            0.1460271280,           14.1907102638
           70.5898103363,            2.0684913168,            2.0699965418,            0.1458530572,           14.1923425005
           73.7458870944,            2.0663710777,            2.0679383166,            0.1456039414,           14.2024885921
           76.8882335489,            2.0644040877,            2.0660330630,            0.1452903094,           14.2200334759
           80.0175230199,            2.0625727310,            2.0642631851,            0.1449211170,           14.2440468868
           83.1343682870,            2.0608620754,            2.0626137675,            0.1445040202,           14.2737465993
           86.2393293048,            2.0592593716,            2.0610720744,            0.1440455958,           14.3084699148
           89.3329196682,            2.0577536606,            2.0596271587,            0.1435515198,           14.3476513678
           92.4156120699,            2.0563354649,            2.0582695529,            0.1430267126,           14.3908051595
           95.4878429390,            2.0549965418,            2.0569910229,            0.1424754580,           14.4375112137
           98.5500164081,            2.0537296849,            2.0557843700,            0.1419015005,           14.4874040314
          101.6025077251,            2.0525285632,            2.0546432703,            0.1413081248,           14.5401637205
          104.6456662041,            2.0513875902,            2.0535621431,            0.1406982231,           14.5955087315
